timestamp,asignatura,estado_asistencia,alumno
2024-01-08 11:00:00,Big Data,ausente,Alumno21
2024-01-08 11:00:00,Big Data,ausente,Alumno24
2024-01-08 11:00:00,Big Data,ausente,Alumno25
2024-01-08 11:00:00,Big Data,ausente,Alumno26
2024-01-08 11:00:00,Big Data,ausente,Alumno27
2024-01-08 11:00:00,Big Data,ausente,Alumno28
2024-01-08 11:00:00,Big Data,ausente,Alumno29
2024-01-08 11:00:00,Big Data,ausente,Alumno30
2024-01-08 11:00:00,Big Data,ausente,Alumno32
2024-01-08 11:00:00,Big Data,ausente,Alumno33
2024-01-08 11:00:00,Big Data,ausente,Alumno34
2024-01-08 11:00:00,Big Data,ausente,Alumno36
2024-01-08 11:00:00,Big Data,ausente,Alumno37
2024-01-08 11:00:00,Big Data,ausente,Alumno38
2024-01-08 11:00:00,Big Data,ausente,Alumno39
2024-01-08 11:00:00,Big Data,ausente,Alumno40
2024-01-08 11:00:00,Big Data,ausente,Alumno43
2024-01-08 11:00:00,Big Data,ausente,Alumno44
2024-01-08 11:00:00,Big Data,ausente,Alumno45
2024-01-08 11:00:00,Big Data,ausente,Alumno47
2024-01-08 11:00:00,Big Data,ausente,Alumno50
2024-01-08 11:00:00,Big Data,presente,Alumno14
2024-01-08 11:00:00,Big Data,presente,Alumno15
2024-01-08 11:00:00,Big Data,presente,Alumno18
2024-01-08 11:00:00,Big Data,presente,Alumno22
2024-01-08 11:00:00,Big Data,presente,Alumno35
2024-01-08 11:00:00,Big Data,presente,Alumno46
2024-01-08 11:00:00,Big Data,tarde,Alumno2
2024-01-08 11:00:00,Big Data,tarde,Alumno12
2024-01-08 11:00:00,Big Data,tarde,Alumno19
2024-01-08 11:00:00,Big Data,tarde,Alumno31
2024-01-08 11:00:00,Big Data,tarde,Alumno41
2024-01-08 11:00:00,Big Data,tarde,Alumno42
2024-01-08 11:00:00,Big Data,tarde,Alumno48
2024-01-08 11:00:00,Big Data,tarde,Alumno49
2024-01-08 13:00:00,Big Data,ausente,Alumno2
2024-01-08 13:00:00,Big Data,ausente,Alumno3
2024-01-08 13:00:00,Big Data,ausente,Alumno4
2024-01-08 13:00:00,Big Data,ausente,Alumno6
2024-01-08 13:00:00,Big Data,ausente,Alumno9
2024-01-08 13:00:00,Big Data,ausente,Alumno10
2024-01-08 13:00:00,Big Data,ausente,Alumno11
2024-01-08 13:00:00,Big Data,ausente,Alumno12
2024-01-08 13:00:00,Big Data,ausente,Alumno14
2024-01-08 13:00:00,Big Data,ausente,Alumno15
2024-01-08 13:00:00,Big Data,ausente,Alumno16
2024-01-08 13:00:00,Big Data,ausente,Alumno17
2024-01-08 13:00:00,Big Data,ausente,Alumno19
2024-01-08 13:00:00,Big Data,ausente,Alumno20
2024-01-08 13:00:00,Big Data,ausente,Alumno21
2024-01-08 13:00:00,Big Data,ausente,Alumno22
2024-01-08 13:00:00,Big Data,ausente,Alumno23
2024-01-08 13:00:00,Big Data,ausente,Alumno24
2024-01-08 13:00:00,Big Data,ausente,Alumno25
2024-01-08 13:00:00,Big Data,ausente,Alumno26
2024-01-08 13:00:00,Big Data,ausente,Alumno27
2024-01-08 13:00:00,Big Data,ausente,Alumno30
2024-01-08 13:00:00,Big Data,ausente,Alumno32
2024-01-08 13:00:00,Big Data,ausente,Alumno33
2024-01-08 13:00:00,Big Data,ausente,Alumno34
2024-01-08 13:00:00,Big Data,ausente,Alumno36
2024-01-08 13:00:00,Big Data,ausente,Alumno37
2024-01-08 13:00:00,Big Data,ausente,Alumno38
2024-01-08 13:00:00,Big Data,ausente,Alumno39
2024-01-08 13:00:00,Big Data,ausente,Alumno41
2024-01-08 13:00:00,Big Data,ausente,Alumno42
2024-01-08 13:00:00,Big Data,ausente,Alumno43
2024-01-08 13:00:00,Big Data,ausente,Alumno45
2024-01-08 13:00:00,Big Data,ausente,Alumno47
2024-01-08 13:00:00,Big Data,ausente,Alumno48
2024-01-08 13:00:00,Big Data,ausente,Alumno49
2024-01-08 13:00:00,Big Data,ausente,Alumno50
2024-01-08 13:00:00,Big Data,presente,Alumno8
2024-01-08 13:00:00,Big Data,presente,Alumno18
2024-01-08 13:00:00,Big Data,presente,Alumno31
2024-01-08 13:00:00,Big Data,presente,Alumno35
2024-01-08 13:00:00,Big Data,tarde,Alumno1
2024-01-08 13:00:00,Big Data,tarde,Alumno5
2024-01-08 13:00:00,Big Data,tarde,Alumno13
2024-01-08 13:00:00,Big Data,tarde,Alumno28
2024-01-08 13:00:00,Big Data,tarde,Alumno29
2024-01-08 13:00:00,Big Data,tarde,Alumno40
2024-01-08 13:00:00,Big Data,tarde,Alumno46
2024-01-08 15:00:00,Big Data,ausente,Alumno2
2024-01-08 15:00:00,Big Data,ausente,Alumno3
2024-01-08 15:00:00,Big Data,ausente,Alumno4
2024-01-08 15:00:00,Big Data,ausente,Alumno6
2024-01-08 15:00:00,Big Data,ausente,Alumno8
2024-01-08 15:00:00,Big Data,ausente,Alumno9
2024-01-08 15:00:00,Big Data,ausente,Alumno10
2024-01-08 15:00:00,Big Data,ausente,Alumno13
2024-01-08 15:00:00,Big Data,ausente,Alumno14
2024-01-08 15:00:00,Big Data,ausente,Alumno15
2024-01-08 15:00:00,Big Data,ausente,Alumno16
2024-01-08 15:00:00,Big Data,ausente,Alumno17
2024-01-08 15:00:00,Big Data,ausente,Alumno18
2024-01-08 15:00:00,Big Data,ausente,Alumno20
2024-01-08 15:00:00,Big Data,ausente,Alumno21
2024-01-08 15:00:00,Big Data,ausente,Alumno23
2024-01-08 15:00:00,Big Data,ausente,Alumno24
2024-01-08 15:00:00,Big Data,ausente,Alumno25
2024-01-08 15:00:00,Big Data,ausente,Alumno26
2024-01-08 15:00:00,Big Data,ausente,Alumno27
2024-01-08 15:00:00,Big Data,ausente,Alumno29
2024-01-08 15:00:00,Big Data,ausente,Alumno30
2024-01-08 15:00:00,Big Data,ausente,Alumno31
2024-01-08 15:00:00,Big Data,ausente,Alumno32
2024-01-08 15:00:00,Big Data,ausente,Alumno33
2024-01-08 15:00:00,Big Data,ausente,Alumno35
2024-01-08 15:00:00,Big Data,ausente,Alumno36
2024-01-08 15:00:00,Big Data,ausente,Alumno37
2024-01-08 15:00:00,Big Data,ausente,Alumno38
2024-01-08 15:00:00,Big Data,ausente,Alumno39
2024-01-08 15:00:00,Big Data,ausente,Alumno40
2024-01-08 15:00:00,Big Data,ausente,Alumno43
2024-01-08 15:00:00,Big Data,ausente,Alumno44
2024-01-08 15:00:00,Big Data,ausente,Alumno45
2024-01-08 15:00:00,Big Data,ausente,Alumno46
2024-01-08 15:00:00,Big Data,ausente,Alumno47
2024-01-08 15:00:00,Big Data,ausente,Alumno49
2024-01-08 15:00:00,Big Data,ausente,Alumno50
2024-01-08 15:00:00,Big Data,presente,Alumno1
2024-01-08 15:00:00,Big Data,presente,Alumno5
2024-01-08 15:00:00,Big Data,presente,Alumno11
2024-01-08 15:00:00,Big Data,presente,Alumno12
2024-01-08 15:00:00,Big Data,presente,Alumno34
2024-01-08 15:00:00,Big Data,presente,Alumno42
2024-01-08 15:00:00,Big Data,tarde,Alumno7
2024-01-08 15:00:00,Big Data,tarde,Alumno19
2024-01-08 15:00:00,Big Data,tarde,Alumno28
2024-01-08 15:00:00,Big Data,tarde,Alumno41
2024-01-08 15:00:00,Big Data,tarde,Alumno48
2024-01-08 17:00:00,Administracion de Sistemas,ausente,Alumno2
2024-01-08 17:00:00,Administracion de Sistemas,ausente,Alumno4
2024-01-08 17:00:00,Administracion de Sistemas,ausente,Alumno6
2024-01-08 17:00:00,Administracion de Sistemas,ausente,Alumno9
2024-01-08 17:00:00,Administracion de Sistemas,ausente,Alumno10
2024-01-08 17:00:00,Administracion de Sistemas,ausente,Alumno11
2024-01-08 17:00:00,Administracion de Sistemas,ausente,Alumno14
2024-01-08 17:00:00,Administracion de Sistemas,ausente,Alumno15
2024-01-08 17:00:00,Administracion de Sistemas,ausente,Alumno17
2024-01-08 17:00:00,Administracion de Sistemas,ausente,Alumno18
2024-01-08 17:00:00,Administracion de Sistemas,ausente,Alumno21
2024-01-08 17:00:00,Administracion de Sistemas,ausente,Alumno22
2024-01-08 17:00:00,Administracion de Sistemas,ausente,Alumno23
2024-01-08 17:00:00,Administracion de Sistemas,ausente,Alumno25
2024-01-08 17:00:00,Administracion de Sistemas,ausente,Alumno26
2024-01-08 17:00:00,Administracion de Sistemas,ausente,Alumno27
2024-01-08 17:00:00,Administracion de Sistemas,ausente,Alumno31
2024-01-08 17:00:00,Administracion de Sistemas,ausente,Alumno32
2024-01-08 17:00:00,Administracion de Sistemas,ausente,Alumno33
2024-01-08 17:00:00,Administracion de Sistemas,ausente,Alumno34
2024-01-08 17:00:00,Administracion de Sistemas,ausente,Alumno35
2024-01-08 17:00:00,Administracion de Sistemas,ausente,Alumno37
2024-01-08 17:00:00,Administracion de Sistemas,ausente,Alumno38
2024-01-08 17:00:00,Administracion de Sistemas,ausente,Alumno40
2024-01-08 17:00:00,Administracion de Sistemas,ausente,Alumno41
2024-01-08 17:00:00,Administracion de Sistemas,ausente,Alumno43
2024-01-08 17:00:00,Administracion de Sistemas,ausente,Alumno44
2024-01-08 17:00:00,Administracion de Sistemas,ausente,Alumno46
2024-01-08 17:00:00,Administracion de Sistemas,ausente,Alumno48
2024-01-08 17:00:00,Administracion de Sistemas,ausente,Alumno49
2024-01-08 17:00:00,Administracion de Sistemas,presente,Alumno8
2024-01-08 17:00:00,Administracion de Sistemas,presente,Alumno12
2024-01-08 17:00:00,Administracion de Sistemas,presente,Alumno19
2024-01-08 17:00:00,Administracion de Sistemas,presente,Alumno20
2024-01-08 17:00:00,Administracion de Sistemas,presente,Alumno28
2024-01-08 17:00:00,Administracion de Sistemas,presente,Alumno36
2024-01-08 17:00:00,Administracion de Sistemas,presente,Alumno39
2024-01-08 17:00:00,Administracion de Sistemas,presente,Alumno47
2024-01-08 17:00:00,Administracion de Sistemas,tarde,Alumno3
2024-01-08 17:00:00,Administracion de Sistemas,tarde,Alumno5
2024-01-08 17:00:00,Administracion de Sistemas,tarde,Alumno7
2024-01-08 17:00:00,Administracion de Sistemas,tarde,Alumno13
2024-01-08 17:00:00,Administracion de Sistemas,tarde,Alumno16
2024-01-08 17:00:00,Administracion de Sistemas,tarde,Alumno24
2024-01-08 17:00:00,Administracion de Sistemas,tarde,Alumno29
2024-01-08 17:00:00,Administracion de Sistemas,tarde,Alumno30
2024-01-08 17:00:00,Administracion de Sistemas,tarde,Alumno42
2024-01-08 17:00:00,Administracion de Sistemas,tarde,Alumno50
2024-01-08 19:00:00,Empresa y Legislacion,ausente,Alumno1
2024-01-08 19:00:00,Empresa y Legislacion,ausente,Alumno3
2024-01-08 19:00:00,Empresa y Legislacion,ausente,Alumno5
2024-01-08 19:00:00,Empresa y Legislacion,ausente,Alumno6
2024-01-08 19:00:00,Empresa y Legislacion,ausente,Alumno7
2024-01-08 19:00:00,Empresa y Legislacion,ausente,Alumno9
2024-01-08 19:00:00,Empresa y Legislacion,ausente,Alumno10
2024-01-08 19:00:00,Empresa y Legislacion,ausente,Alumno11
2024-01-08 19:00:00,Empresa y Legislacion,ausente,Alumno12
2024-01-08 19:00:00,Empresa y Legislacion,ausente,Alumno13
2024-01-08 19:00:00,Empresa y Legislacion,ausente,Alumno14
2024-01-08 19:00:00,Empresa y Legislacion,ausente,Alumno16
2024-01-08 19:00:00,Empresa y Legislacion,ausente,Alumno17
2024-01-08 19:00:00,Empresa y Legislacion,ausente,Alumno18
2024-01-08 19:00:00,Empresa y Legislacion,ausente,Alumno19
2024-01-08 19:00:00,Empresa y Legislacion,ausente,Alumno20
2024-01-08 19:00:00,Empresa y Legislacion,ausente,Alumno21
2024-01-08 19:00:00,Empresa y Legislacion,ausente,Alumno23
2024-01-08 19:00:00,Empresa y Legislacion,ausente,Alumno24
2024-01-08 19:00:00,Empresa y Legislacion,ausente,Alumno25
2024-01-08 19:00:00,Empresa y Legislacion,ausente,Alumno26
2024-01-08 19:00:00,Empresa y Legislacion,ausente,Alumno27
2024-01-08 19:00:00,Empresa y Legislacion,ausente,Alumno28
2024-01-08 19:00:00,Empresa y Legislacion,ausente,Alumno29
2024-01-08 19:00:00,Empresa y Legislacion,ausente,Alumno30
2024-01-08 19:00:00,Empresa y Legislacion,ausente,Alumno31
2024-01-08 19:00:00,Empresa y Legislacion,ausente,Alumno32
2024-01-08 19:00:00,Empresa y Legislacion,ausente,Alumno33
2024-01-08 19:00:00,Empresa y Legislacion,ausente,Alumno34
2024-01-08 19:00:00,Empresa y Legislacion,ausente,Alumno35
2024-01-08 19:00:00,Empresa y Legislacion,ausente,Alumno37
2024-01-08 19:00:00,Empresa y Legislacion,ausente,Alumno38
2024-01-08 19:00:00,Empresa y Legislacion,ausente,Alumno39
2024-01-08 19:00:00,Empresa y Legislacion,ausente,Alumno40
2024-01-08 19:00:00,Empresa y Legislacion,ausente,Alumno41
2024-01-08 19:00:00,Empresa y Legislacion,ausente,Alumno42
2024-01-08 19:00:00,Empresa y Legislacion,ausente,Alumno43
2024-01-08 19:00:00,Empresa y Legislacion,ausente,Alumno44
2024-01-08 19:00:00,Empresa y Legislacion,ausente,Alumno46
2024-01-08 19:00:00,Empresa y Legislacion,ausente,Alumno47
2024-01-08 19:00:00,Empresa y Legislacion,ausente,Alumno48
2024-01-08 19:00:00,Empresa y Legislacion,ausente,Alumno50
2024-01-08 19:00:00,Empresa y Legislacion,presente,Alumno4
2024-01-08 19:00:00,Empresa y Legislacion,presente,Alumno8
2024-01-08 19:00:00,Empresa y Legislacion,presente,Alumno36
2024-01-08 19:00:00,Empresa y Legislacion,presente,Alumno49
2024-01-08 19:00:00,Empresa y Legislacion,tarde,Alumno2
2024-01-08 19:00:00,Empresa y Legislacion,tarde,Alumno15
2024-01-08 19:00:00,Empresa y Legislacion,tarde,Alumno22
2024-01-08 21:00:00,Big Data,ausente,Alumno1
2024-01-08 21:00:00,Big Data,ausente,Alumno2
2024-01-08 21:00:00,Big Data,ausente,Alumno3
2024-01-08 21:00:00,Big Data,ausente,Alumno4
2024-01-08 21:00:00,Big Data,ausente,Alumno5
2024-01-08 21:00:00,Big Data,ausente,Alumno6
2024-01-08 21:00:00,Big Data,ausente,Alumno8
2024-01-08 21:00:00,Big Data,ausente,Alumno9
2024-01-08 21:00:00,Big Data,ausente,Alumno11
2024-01-08 21:00:00,Big Data,ausente,Alumno12
2024-01-08 21:00:00,Big Data,ausente,Alumno13
2024-01-08 21:00:00,Big Data,ausente,Alumno14
2024-01-08 21:00:00,Big Data,ausente,Alumno15
2024-01-08 21:00:00,Big Data,ausente,Alumno16
2024-01-08 21:00:00,Big Data,ausente,Alumno17
2024-01-08 21:00:00,Big Data,ausente,Alumno19
2024-01-08 21:00:00,Big Data,ausente,Alumno21
2024-01-08 21:00:00,Big Data,ausente,Alumno22
2024-01-08 21:00:00,Big Data,ausente,Alumno24
2024-01-08 21:00:00,Big Data,ausente,Alumno25
2024-01-08 21:00:00,Big Data,ausente,Alumno28
2024-01-08 21:00:00,Big Data,ausente,Alumno29
2024-01-08 21:00:00,Big Data,ausente,Alumno30
2024-01-08 21:00:00,Big Data,ausente,Alumno31
2024-01-08 21:00:00,Big Data,ausente,Alumno32
2024-01-08 21:00:00,Big Data,ausente,Alumno33
2024-01-08 21:00:00,Big Data,ausente,Alumno34
2024-01-08 21:00:00,Big Data,ausente,Alumno37
2024-01-08 21:00:00,Big Data,ausente,Alumno39
2024-01-08 21:00:00,Big Data,ausente,Alumno40
2024-01-08 21:00:00,Big Data,ausente,Alumno41
2024-01-08 21:00:00,Big Data,ausente,Alumno42
2024-01-08 21:00:00,Big Data,ausente,Alumno44
2024-01-08 21:00:00,Big Data,ausente,Alumno45
2024-01-08 21:00:00,Big Data,ausente,Alumno47
2024-01-08 21:00:00,Big Data,ausente,Alumno48
2024-01-08 21:00:00,Big Data,ausente,Alumno49
2024-01-08 21:00:00,Big Data,ausente,Alumno50
2024-01-08 21:00:00,Big Data,presente,Alumno7
2024-01-08 21:00:00,Big Data,presente,Alumno10
2024-01-08 21:00:00,Big Data,presente,Alumno18
2024-01-08 21:00:00,Big Data,presente,Alumno23
2024-01-08 21:00:00,Big Data,presente,Alumno35
2024-01-08 21:00:00,Big Data,tarde,Alumno20
2024-01-08 21:00:00,Big Data,tarde,Alumno27
2024-01-08 21:00:00,Big Data,tarde,Alumno36
2024-01-08 21:00:00,Big Data,tarde,Alumno38
2024-01-08 21:00:00,Big Data,tarde,Alumno43
2024-01-08 21:00:00,Big Data,tarde,Alumno46
2024-01-08 23:00:00,Empresa y Legislacion,ausente,Alumno2
2024-01-08 23:00:00,Empresa y Legislacion,ausente,Alumno3
2024-01-08 23:00:00,Empresa y Legislacion,ausente,Alumno4
2024-01-08 23:00:00,Empresa y Legislacion,ausente,Alumno5
2024-01-08 23:00:00,Empresa y Legislacion,ausente,Alumno7
2024-01-08 23:00:00,Empresa y Legislacion,ausente,Alumno8
2024-01-08 23:00:00,Empresa y Legislacion,ausente,Alumno9
2024-01-08 23:00:00,Empresa y Legislacion,ausente,Alumno12
2024-01-08 23:00:00,Empresa y Legislacion,ausente,Alumno13
2024-01-08 23:00:00,Empresa y Legislacion,ausente,Alumno14
2024-01-08 23:00:00,Empresa y Legislacion,ausente,Alumno15
2024-01-08 23:00:00,Empresa y Legislacion,ausente,Alumno16
2024-01-08 23:00:00,Empresa y Legislacion,ausente,Alumno17
2024-01-08 23:00:00,Empresa y Legislacion,ausente,Alumno18
2024-01-08 23:00:00,Empresa y Legislacion,ausente,Alumno19
2024-01-08 23:00:00,Empresa y Legislacion,ausente,Alumno21
2024-01-08 23:00:00,Empresa y Legislacion,ausente,Alumno22
2024-01-08 23:00:00,Empresa y Legislacion,ausente,Alumno23
2024-01-08 23:00:00,Empresa y Legislacion,ausente,Alumno24
2024-01-08 23:00:00,Empresa y Legislacion,ausente,Alumno25
2024-01-08 23:00:00,Empresa y Legislacion,ausente,Alumno27
2024-01-08 23:00:00,Empresa y Legislacion,ausente,Alumno28
2024-01-08 23:00:00,Empresa y Legislacion,ausente,Alumno30
2024-01-08 23:00:00,Empresa y Legislacion,ausente,Alumno31
2024-01-08 23:00:00,Empresa y Legislacion,ausente,Alumno32
2024-01-08 23:00:00,Empresa y Legislacion,ausente,Alumno34
2024-01-08 23:00:00,Empresa y Legislacion,ausente,Alumno35
2024-01-08 23:00:00,Empresa y Legislacion,ausente,Alumno36
2024-01-08 23:00:00,Empresa y Legislacion,ausente,Alumno37
2024-01-08 23:00:00,Empresa y Legislacion,ausente,Alumno38
2024-01-08 23:00:00,Empresa y Legislacion,ausente,Alumno39
2024-01-08 23:00:00,Empresa y Legislacion,ausente,Alumno41
2024-01-08 23:00:00,Empresa y Legislacion,ausente,Alumno42
2024-01-08 23:00:00,Empresa y Legislacion,ausente,Alumno43
2024-01-08 23:00:00,Empresa y Legislacion,ausente,Alumno44
2024-01-08 23:00:00,Empresa y Legislacion,ausente,Alumno45
2024-01-08 23:00:00,Empresa y Legislacion,ausente,Alumno46
2024-01-08 23:00:00,Empresa y Legislacion,ausente,Alumno47
2024-01-08 23:00:00,Empresa y Legislacion,ausente,Alumno48
2024-01-08 23:00:00,Empresa y Legislacion,ausente,Alumno50
2024-01-08 23:00:00,Empresa y Legislacion,presente,Alumno1
2024-01-08 23:00:00,Empresa y Legislacion,presente,Alumno11
2024-01-08 23:00:00,Empresa y Legislacion,presente,Alumno20
2024-01-08 23:00:00,Empresa y Legislacion,presente,Alumno29
2024-01-08 23:00:00,Empresa y Legislacion,presente,Alumno33
2024-01-08 23:00:00,Empresa y Legislacion,presente,Alumno40
2024-01-08 23:00:00,Empresa y Legislacion,tarde,Alumno10
2024-01-08 23:00:00,Empresa y Legislacion,tarde,Alumno26
2024-01-09 01:00:00,Administracion de Sistemas,ausente,Alumno2
2024-01-09 01:00:00,Administracion de Sistemas,ausente,Alumno4
2024-01-09 01:00:00,Administracion de Sistemas,ausente,Alumno5
2024-01-09 01:00:00,Administracion de Sistemas,ausente,Alumno7
2024-01-09 01:00:00,Administracion de Sistemas,ausente,Alumno8
2024-01-09 01:00:00,Administracion de Sistemas,ausente,Alumno9
2024-01-09 01:00:00,Administracion de Sistemas,ausente,Alumno10
2024-01-09 01:00:00,Administracion de Sistemas,ausente,Alumno12
2024-01-09 01:00:00,Administracion de Sistemas,ausente,Alumno13
2024-01-09 01:00:00,Administracion de Sistemas,ausente,Alumno14
2024-01-09 01:00:00,Administracion de Sistemas,ausente,Alumno15
2024-01-09 01:00:00,Administracion de Sistemas,ausente,Alumno17
2024-01-09 01:00:00,Administracion de Sistemas,ausente,Alumno18
2024-01-09 01:00:00,Administracion de Sistemas,ausente,Alumno20
2024-01-09 01:00:00,Administracion de Sistemas,ausente,Alumno21
2024-01-09 01:00:00,Administracion de Sistemas,ausente,Alumno26
2024-01-09 01:00:00,Administracion de Sistemas,ausente,Alumno29
2024-01-09 01:00:00,Administracion de Sistemas,ausente,Alumno31
2024-01-09 01:00:00,Administracion de Sistemas,ausente,Alumno32
2024-01-09 01:00:00,Administracion de Sistemas,ausente,Alumno33
2024-01-09 01:00:00,Administracion de Sistemas,ausente,Alumno34
2024-01-09 01:00:00,Administracion de Sistemas,ausente,Alumno36
2024-01-09 01:00:00,Administracion de Sistemas,ausente,Alumno37
2024-01-09 01:00:00,Administracion de Sistemas,ausente,Alumno38
2024-01-09 01:00:00,Administracion de Sistemas,ausente,Alumno40
2024-01-09 01:00:00,Administracion de Sistemas,ausente,Alumno41
2024-01-09 01:00:00,Administracion de Sistemas,ausente,Alumno44
2024-01-09 01:00:00,Administracion de Sistemas,ausente,Alumno46
2024-01-09 01:00:00,Administracion de Sistemas,ausente,Alumno47
2024-01-09 01:00:00,Administracion de Sistemas,ausente,Alumno50
2024-01-09 01:00:00,Administracion de Sistemas,presente,Alumno1
2024-01-09 01:00:00,Administracion de Sistemas,presente,Alumno6
2024-01-09 01:00:00,Administracion de Sistemas,presente,Alumno16
2024-01-09 01:00:00,Administracion de Sistemas,presente,Alumno22
2024-01-09 01:00:00,Administracion de Sistemas,presente,Alumno24
2024-01-09 01:00:00,Administracion de Sistemas,presente,Alumno27
2024-01-09 01:00:00,Administracion de Sistemas,presente,Alumno28
2024-01-09 01:00:00,Administracion de Sistemas,presente,Alumno45
2024-01-09 01:00:00,Administracion de Sistemas,presente,Alumno48
2024-01-09 01:00:00,Administracion de Sistemas,tarde,Alumno3
2024-01-09 01:00:00,Administracion de Sistemas,tarde,Alumno11
2024-01-09 01:00:00,Administracion de Sistemas,tarde,Alumno19
2024-01-09 01:00:00,Administracion de Sistemas,tarde,Alumno23
2024-01-09 01:00:00,Administracion de Sistemas,tarde,Alumno25
2024-01-09 01:00:00,Administracion de Sistemas,tarde,Alumno30
2024-01-09 01:00:00,Administracion de Sistemas,tarde,Alumno35
2024-01-09 01:00:00,Administracion de Sistemas,tarde,Alumno39
2024-01-09 01:00:00,Administracion de Sistemas,tarde,Alumno42
2024-01-09 01:00:00,Administracion de Sistemas,tarde,Alumno49
2024-01-09 03:00:00,Empresa y Legislacion,ausente,Alumno3
2024-01-09 03:00:00,Empresa y Legislacion,ausente,Alumno5
2024-01-09 03:00:00,Empresa y Legislacion,ausente,Alumno7
2024-01-09 03:00:00,Empresa y Legislacion,ausente,Alumno8
2024-01-09 03:00:00,Empresa y Legislacion,ausente,Alumno9
2024-01-09 03:00:00,Empresa y Legislacion,ausente,Alumno10
2024-01-09 03:00:00,Empresa y Legislacion,ausente,Alumno11
2024-01-09 03:00:00,Empresa y Legislacion,ausente,Alumno12
2024-01-09 03:00:00,Empresa y Legislacion,ausente,Alumno13
